ま、またかこいつ！,落ち着きなさい、魔理沙。こいつはお化けじゃなく本物よ
矛盾してないか？,こういうやつなのよ
そう言われれば変だぜ。この紅い霧があるとはいえ、流石に酉の刻にしては暗すぎるような……,……成程ね。すでに私達は敵の術中に嵌っていたというわけか
その通りなのだー,そのリボン……常闇の人喰い妖怪、ルーミアね
あなたは食べてもいい人間？,駄目な人間よ
そうなのかー,でもこいつなら食べていいわよ
この人は食べてもいいのかー？,好きなだけ食べなさい
わはー♪,囮よ囮。それにあんた死なないでしょ。さ、いくわよ魔理沙
なぁ霊夢、なんであんなことしたんだ？ あんな妖怪ぐらい、即効で片付けれるぜ？,……私達の目標はあくまで紅魔館。闇を操るような時間がかかる相手とやりあうなんて馬鹿げてるのよ
へぇー、霊夢も色々考えてるんだな,そうでもないわよ。ただ――
そうでもないわよ。ただ――,今回の戦いはどうも避けられそうにも無いわね
あたい漢字とかよくわかんない！,……氷精ね
なんだただの⑨（バカ）か,お片づけよ。10分で終わらせましょう
また封印されてたまるか！,！？　この妖力は……
あのルーミアって妖怪のに似てるぜ。でもこの大きさは……どうする？,……一旦戻るわよ。氷精達は倒したことだし
了解だぜ,あんたら、次調子乗ったら承知しないわよ。良いわね
あんたら、次調子乗ったら承知しないわよ。良いわね,……あんた、なにしたのよ
……あんた、なにしたのよ,……封印が解けちゃったのね
……封印が解けちゃったのね,いいわよ……1時間もあれば封印しなおせるわ
大丈夫だぜ。私だってそういう興味津々なところはあるからな,しかし……あんたこいつどうやって動きとめたの？ 先代の巫女が手を余したくらいなんだけど
しかし……あんたこいつどうやって動きとめたの？ 先代の巫女が手を余したくらいなんだけど,……ほんと反則級の能力ね。まぁいいわ、これが終わったらすぐに出発するわよ
お、見えてきたぜ。あれが紅魔館か,赤が好きって言うよりも、多分吸血鬼としてのプライドね
赤が好きって言うよりも、多分吸血鬼としてのプライドね,そういうものよ、幻想郷は。他の妖怪に舐められたら駄目なのよ
それはちょっと違う気がするぜ,門番かしら
正面突破だぜ,こんばんは、悪いけど、どいてもらうわよ
ここを通すわけにはいきません,仕方ないわね。押し通るわよ
さぁ、構えな門番,……
……,……まぁいいわ。時間稼ぎぐらいはしなさいよ
くっ……仕方ありません。すぐに終わらせます！！,……ま、どうせあいつは死んでるんでしょうね
だな。まったく、死ぬことが軽く感じるぜ,そろそろ弾幕ごっこでも教え込んでおいた方がいいのかしら
あいつの能力は便利だがスペカには向いてないからな,で、この内部がこんなに広いのはどういうわけなの？
あきらかに見た目より広いもんな。空間支配系の能力を持ってる奴でもいるのか？,そう考えるのが妥当ね。結構厄介だけど
だぜ……ん？ これは……図書館か,図書館って書いてるわよ
これほどの館だ。きっといいもんがあるに違いないぜ♪,……勝手にしなさい
勿論,……なんで先にいるのよ
……なんで先にいるのよ,あっそ、じゃあいくわよ
あっそ、じゃあいくわよ,勘でなんとかなるわ。巫女なめんじゃないわよ
勘でなんとかなるわ。巫女なめんじゃないわよ,……女性がするから巫女なのよ。まぁそれ以前に人間性の時点で神主すら無理ね
……女性がするから巫女なのよ。まぁそれ以前に人間性の時点で神主すら無理ね,放っときなさい
放っときなさい,……この先ね。多分
……この先ね。多分,どっちでもいいわよ。私としては解決したらそれでいいし
どっちでもいいわよ。私としては解決したらそれでいいし,そっちは嫌な予感がするけど
そっちは嫌な予感がするけど,まぁいいわ。精々何回か死んできなさい
まぁいいわ。精々何回か死んできなさい,なによ
なによ,放っときなさい
放っときなさい,……アンタがここの主ね。で、異変の元凶
あら、お客様ね。盛大にもてなさないと,持て余すわよ
……確かに、人間にしては強そうじゃない。美鈴や咲夜を破ってここまで来るなんて,お生憎様。その二人を倒したのは私じゃないわ
へぇ……つまり貴女は弱いの？,まさか
まさか,アンタよりは強いわよ。引き篭もりの吸血鬼さん？
アハハハハハ！ 久しぶりにちゃんと遊べそうだね！ 禁忌『レーヴァテイン』！！,さて、まいった？
ま……参りました……,ま、吸血鬼にしてはよくやったわよ
うう……普通立場と発言逆なのに……,私は何物にも囚われないのよ。それが種族の差であろうと、常識であろうとね
呆れた,褒め言葉よ
褒め言葉よ,何？
……まさか、フラン？,誰よそれ
私の妹よ。まだ遊びの時間じゃないはずなのに……,……そのフランとやらは何処にいるの？
……地下よ,多分それ私の連れよ。行きましょう
